"ACTIVITYPOINTS_HELP_EARN"; "You can earn Bridges doing various activities on the site, like <a href='%s'>referring friends</a>, uploading your <a href='%s'>profile photo</a>, creating groups, etc. "
"ACTIVITYPOINTS_HELP_EARN1"; "You can also earn Bridges by participating in our <a href='%s'>offers</a>."
"ACTIVITYPOINTS_HELP_SPEND"; "Check out our <a href='%s'>Bridges shop</a> where you can find various ways to spend your Bridges."

"ACTIVITYPOINTS_TRANSFER_MAX_RECEIVE"; "Recipient can only receive up to %d Bridges."
"ACTIVITYPOINTS_TRANSFER_MAX_QUOTA"; "Recipient has used up transfer quota."

"ACTIVITYPOINTS_LEVEL_LIMIT_RECEIVE"; "You can also limit maximum Bridges received per day (enter 0 to allow unlimited transfers)."

"ACTIVITYPOINTS_ADMIN_QUOTAS_DESCRIPTION"; On this page you can find activities quota information for the user. Current balance - what user has earned - will be reset to zero every "Rollover period". Cumulative - total amount of Bridges earned for specific activity (only increases). Last reset - last time the limit ("Current balance") was reset.


"ACTIVITY_TYPE_POINTS_SENT"; "When somebody sends me Bridges"


"{item:$subject} sent you {item:$object:$amount} Bridges.";"{item:$subject} sent you {item:$object:$amount} Bridges."
